brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,seats,selling_price
Honda,Civic,2,23000,Petrol,Automatic,13.9,1799,5,1519000
Maruti,Swift Dzire,3,31500,Diesel,Automatic,28.4,1248,5,740000
Honda,Amaze,8,73000,Diesel,Manual,25.8,1498,5,325000
Hyundai,Grand,1,10000,Petrol,Automatic,20.7,1197,5,600000
Honda,Amaze,8,208000,Diesel,Manual,25.8,1498,5,300000
Hyundai,i10,11,30000,Petrol,Manual,20.36,1197,5,300000
Maruti,Wagon R,5,83000,CNG,Manual,26.6,998,5,345000
Mahindra,Scorpio,3,60000,Diesel,Manual,15.4,2523,7,900000
Mahindra,XUV500,5,83000,Diesel,Manual,16,1997,7,1025000
Isuzu,D-Max,4,58132,Diesel,Manual,12.4,2499,5,1450000
Maruti,Swift,6,34000,Petrol,Manual,20.4,1197,5,400000
Honda,Amaze,7,45120,Diesel,Manual,25.8,1498,5,367000
Hyundai,Grand,2,15000,Petrol,Automatic,18.9,1197,5,535000
Maruti,Ertiga,2,15000,Petrol,Manual,19.34,1462,7,805000
MG,Hector,1,1000,Petrol,Manual,15.81,1451,5,1488000
Hyundai,i10,9,64000,Petrol,Manual,20.36,1197,5,250000
Mercedes-Benz,E-Class,10,98000,Diesel,Automatic,14.21,2143,5,700000
Maruti,Vitara,5,65000,Diesel,Manual,24.3,1248,5,675000
Maruti,Swift,6,84000,Diesel,Manual,28.4,1248,5,425000
Maruti,Alto,6,33000,Petrol,Manual,22.74,796,5,260000
Honda,City,5,55670,Petrol,Manual,17.8,1497,5,700000
Maruti,Baleno,4,50000,Diesel,Manual,27.39,1248,5,560000
Hyundai,Verna,15,148000,Diesel,Manual,16.8,1493,5,155000
Porsche,Cayenne,5,47000,Diesel,Automatic,15.15,2967,5,5975000
Maruti,Ertiga,2,18000,Petrol,Manual,19.01,1462,7,800000
BMW,3,10,52420,Diesel,Automatic,22.69,1995,5,750000
Hyundai,Grand,6,10000,Petrol,Manual,18.9,1197,5,350000
Toyota,Innova,5,40000,Diesel,Manual,13.68,2393,8,1380000
Mahindra,Scorpio,6,50000,Diesel,Manual,15.4,2179,7,1000000
Maruti,Ertiga,3,50000,Petrol,Manual,17.5,1373,7,700000
Maruti,Swift Dzire,12,76963,Petrol,Manual,17.5,1298,5,230000
BMW,5,5,52890,Diesel,Automatic,18.12,1995,5,2800000
Maruti,Alto,5,45000,CNG,Manual,30.46,796,5,350000
Maruti,Baleno,3,25000,Diesel,Manual,27.39,1248,5,825000
Renault,KWID,3,10103,Petrol,Manual,25.17,799,5,325000
BMW,X1,7,24000,Diesel,Automatic,17.05,1995,5,1675000
Mahindra,XUV500,7,47240,Diesel,Manual,15.1,2179,7,800000
Maruti,Celerio,2,30000,Petrol,Manual,23.1,998,5,400000
Toyota,Innova,3,58000,Diesel,Manual,13.68,2393,7,1750000
Audi,A4,8,65000,Diesel,Automatic,16.55,1968,5,1200000
Hyundai,i20,6,35213,Diesel,Manual,22.54,1396,5,535000
Hyundai,Grand,6,35000,Petrol,Manual,18.9,1197,5,356000
Mahindra,XUV500,9,92000,Diesel,Manual,16,2179,7,550000
Maruti,Eeco,3,34500,CNG,Manual,21.94,1196,5,360000
Maruti,Ertiga,4,50000,Diesel,Manual,24.52,1248,7,700000
Hyundai,Grand,5,30000,Petrol,Manual,18.9,1197,5,390000
Toyota,Fortuner,9,51000,Diesel,Automatic,12.55,2982,7,1245000
Mahindra,XUV500,4,60000,Diesel,Automatic,16,2179,7,1150000
Maruti,Wagon R,10,83000,Petrol,Manual,18.9,998,5,180000
Skoda,Rapid,7,70000,Petrol,Manual,15,1598,5,425000
Ford,Freestyle,2,50000,Petrol,Manual,19,1194,5,650000
Maruti,Swift,9,60000,Diesel,Manual,22.9,1248,5,400000
Honda,City,12,51000,Petrol,Manual,17,1497,5,275000
Maruti,Alto,10,40000,Petrol,Manual,19.7,796,5,170000
Skoda,Superb,11,100000,Petrol,Manual,13.14,1798,5,235000
Mercedes-Benz,C-Class,10,160000,Diesel,Automatic,14.84,2143,5,700000
Maruti,Alto,7,70000,Petrol,Manual,23.95,998,5,250000
Maruti,Swift,8,70000,Petrol,Manual,18.6,1197,5,350000
Hyundai,i20,5,50000,Petrol,Manual,18.6,1197,5,480000
Maruti,Swift Dzire,4,30000,Petrol,Automatic,21.21,1197,5,690000
Maruti,Ciaz,6,60000,Diesel,Manual,26.21,1248,5,670000
Maruti,Alto,10,50000,Petrol,Manual,20.92,998,5,250000
Mahindra,Scorpio,4,42000,Diesel,Manual,15.4,2523,7,935000
Hyundai,Verna,2,15000,Petrol,Manual,17,1591,5,1030000
Maruti,Wagon R,16,33650,Petrol,Manual,18.9,998,5,110000
Hyundai,i20,6,35000,Petrol,Manual,18.6,1197,5,470000
Maruti,Swift,6,30000,Petrol,Manual,20.4,1197,5,370000
Maruti,Celerio,3,100000,Petrol,Automatic,23.1,998,5,450000
Maruti,Wagon R,5,58000,CNG,Manual,26.2,998,5,275000
Maruti,Swift Dzire,2,4000,Petrol,Automatic,21.21,1197,5,731000
Maruti,Wagon R,5,60000,Petrol,Manual,20.51,998,5,380000
Tata,Nexon,3,60000,Diesel,Manual,21.5,1497,5,900000
Honda,Amaze,5,34000,Petrol,Manual,18,1198,5,500000
Datsun,GO,4,42000,Petrol,Manual,20.63,1198,5,330000
Tata,Hexa,3,60000,Diesel,Manual,17.6,2179,7,1400000
Hyundai,Verna,8,80000,Diesel,Manual,22.32,1582,5,540000
Mahindra,Bolero,13,120000,Diesel,Manual,13.6,2523,7,375000
Toyota,Fortuner,5,50000,Petrol,Automatic,10.26,2694,7,2600000
Ford,Ecosport,5,35200,Petrol,Automatic,14.7,1496,5,725000
Hyundai,i20,1,3700,Petrol,Manual,18.6,1197,5,765000
Maruti,Wagon R,5,25000,Petrol,Manual,20.51,998,5,380000
Toyota,Fortuner,4,64000,Diesel,Automatic,12.9,2755,7,2625000
Mahindra,XUV500,8,50000,Diesel,Manual,15.1,2179,7,621000
Maruti,Swift Dzire,2,15000,Petrol,Manual,21.21,1197,5,600000
Mahindra,XUV300,2,30000,Petrol,Manual,17,1197,5,1130000
Maruti,Swift Dzire,1,35000,Petrol,Manual,21.21,1197,5,670000
Ford,Endeavour,4,62876,Diesel,Automatic,10.91,3198,7,2875000
Honda,Amaze,6,70000,Diesel,Manual,25.8,1498,5,350000
Maruti,Swift Dzire,6,84003,Diesel,Manual,26.59,1248,5,530000
Mahindra,Thar,4,55000,Diesel,Manual,16.55,2498,6,850000
Maruti,Alto,5,42000,CNG,Manual,33.44,796,4,260000
Maruti,Alto,8,31000,Petrol,Manual,20.92,998,5,230000
Ford,Ecosport,8,80000,Diesel,Manual,22.7,1498,5,475000
Tata,Nexon,2,6000,Petrol,Manual,17,1198,5,750000
Land Rover,Rover,2,12000,Diesel,Automatic,12.63,2179,5,4000000
Skoda,Superb,8,65000,Diesel,Manual,17.2,1968,5,499000
Honda,Jazz,4,30000,Petrol,Manual,18.7,1199,5,525000
Hyundai,i20,7,10000,Petrol,Manual,18.6,1197,5,535000
Maruti,Dzire VXI,5,62150,Petrol,Manual,23.26,1197,5,485000
Mahindra,XUV500,6,47300,Diesel,Manual,15.1,2179,7,745000
Ford,Aspire,6,63000,Diesel,Manual,25.83,1498,5,475000
Hyundai,Grand,7,80000,Diesel,Manual,24,1120,5,300000
Volvo,S90,5,20400,Diesel,Automatic,18,1969,5,3650000
Maruti,Alto,5,71000,Petrol,Manual,24.7,796,5,299000
Maruti,Ertiga,4,52000,Diesel,Manual,24.52,1248,7,695000
Hyundai,i20,8,70000,Petrol,Manual,18.5,1197,5,400000
Hyundai,Grand,1,20000,Petrol,Manual,20.7,1197,5,650000
Hyundai,Grand,6,70000,Diesel,Manual,24,1120,5,455000
Maruti,Wagon R,13,100000,Petrol,Manual,18.9,1061,5,150000
Honda,Amaze,3,50000,Petrol,Manual,17.8,1198,5,550000
Hyundai,i20,6,67000,Diesel,Manual,22.54,1396,5,500000
Hyundai,Verna,8,70000,Diesel,Manual,22.32,1582,5,365000
Honda,Amaze,2,21100,Petrol,Automatic,18.1,1199,5,775000
Hyundai,Grand,6,50000,Petrol,Manual,18.9,1197,5,310000
Hyundai,Venue,2,27594,Petrol,Manual,18.27,998,5,995000
Hyundai,i10,9,70000,Petrol,Manual,19.81,1086,5,190000
Toyota,Innova,5,37000,Diesel,Automatic,11.36,2755,7,1575000
Honda,WR-V,2,25000,Petrol,Manual,17.5,1199,5,906000
Ford,Ecosport,4,35000,Diesel,Manual,23,1498,5,785000
Maruti,Alto,10,11266,Petrol,Manual,20.92,998,5,235000
Maruti,XL6,2,12005,Petrol,Automatic,17.99,1462,6,1200000
Mahindra,Bolero,8,80000,Diesel,Manual,15.96,2523,7,470000
Honda,City,10,119000,Petrol,Manual,17,1497,5,400000
Kia,Seltos,1,3500,Petrol,Automatic,16.8,1497,5,1490000
Maruti,Baleno,2,11000,Petrol,Manual,21.4,1197,5,535000
Skoda,Rapid,5,47612,Diesel,Manual,21.13,1498,5,590000
Renault,KWID,5,41000,Petrol,Manual,25.17,799,5,235000
Hyundai,Creta,2,21000,Petrol,Manual,15.8,1591,5,1250000
Maruti,Wagon R,6,120000,Petrol,Manual,20.51,998,5,300000
BMW,X1,2,22450,Diesel,Automatic,20.68,1995,5,3011000
Maruti,Swift,1,10000,Petrol,Manual,21.21,1197,5,615000
Renault,KWID,5,50000,Petrol,Manual,25.17,799,5,250000
Mahindra,XUV500,6,42000,Diesel,Manual,16,2179,7,925000
Maruti,Swift Dzire,2,14000,Diesel,Manual,19.3,1248,5,725000
Renault,KWID,3,10000,Petrol,Manual,23.01,999,5,350000
Maruti,Wagon R,4,70000,Petrol,Manual,20.51,998,5,360000
Honda,City,6,70000,Diesel,Manual,25.1,1498,5,700000
Mahindra,XUV500,3,50000,Diesel,Automatic,15.1,2179,7,1300000
Volkswagen,Polo,10,64471,Petrol,Manual,15.26,1598,5,285000
Maruti,Wagon R,17,50000,Petrol,Manual,18.9,998,5,62000
Maruti,Ignis,3,20000,Petrol,Automatic,20.89,1197,5,550000
Honda,Amaze,4,33869,Petrol,Manual,17.8,1198,5,527000
Mahindra,Bolero,9,63497,Diesel,Manual,15.96,2523,7,396000
Maruti,Swift Dzire,7,70000,Petrol,Manual,19.1,1197,5,384000
Hyundai,i10,12,67000,Petrol,Manual,20.36,1197,5,210000
Maruti,Swift,6,50000,Diesel,Manual,25.2,1248,5,500000
Datsun,RediGO,3,20000,Petrol,Manual,22.7,799,5,210000
Hyundai,Verna,9,57000,Petrol,Manual,17.01,1591,5,425000
Mahindra,Bolero,10,30000,Diesel,Manual,13.6,2523,7,425000
Maruti,Swift Dzire,3,80000,Diesel,Automatic,28.4,1248,5,495000
Maruti,Alto,5,50000,Petrol,Manual,24.7,796,5,220000
Tata,Safari,10,190000,Diesel,Manual,11.57,2179,7,218000
Mahindra,Bolero,3,60000,Diesel,Manual,15.96,2523,7,750000
Maruti,Ciaz,4,60000,Petrol,Automatic,19.12,1373,5,715000
Audi,A6,7,21000,Diesel,Automatic,17.68,1968,5,1800000
Maruti,Alto,1,5000,Petrol,Manual,22.05,796,5,350000
Renault,KWID,2,25000,Petrol,Manual,25.17,799,5,300000
Maruti,Alto,11,100000,Petrol,Manual,20.92,998,5,168000
Land Rover,Rover,9,175000,Diesel,Automatic,11.8,2993,7,2500000
Mercedes-Benz,E-Class,9,86500,Diesel,Automatic,14.21,2143,5,1400000
Maruti,Swift Dzire,9,120000,Diesel,Manual,19.3,1248,5,350000
Hyundai,Verna,8,76300,Diesel,Manual,22.32,1582,5,480000
Renault,KWID,2,10000,Petrol,Automatic,24.04,999,5,400000
Hyundai,Grand,2,36000,Petrol,Manual,18.9,1197,5,495000
Mahindra,KUV,5,26000,Petrol,Manual,18.15,1198,6,420000
Maruti,Swift Dzire,3,100000,Diesel,Manual,23.4,1248,5,531000
Ford,Ecosport,2,4000,Petrol,Manual,17,1497,5,800000
Maruti,Swift Dzire,6,86000,Diesel,Manual,26.59,1248,5,550000
Volkswagen,Vento,9,81000,Diesel,Manual,20.54,1598,5,465000
Maruti,Alto,9,41321,Petrol,Manual,19.7,796,5,185000
Mahindra,Bolero,10,46000,Diesel,Manual,13.6,2523,7,340000
Honda,City,12,75000,Petrol,Manual,16.9,1497,5,340000
Maruti,Wagon R,12,113000,Petrol,Manual,21.79,998,5,135000
Hyundai,Verna,3,15000,Diesel,Automatic,19.08,1582,5,1225000
Honda,Amaze,6,16942,Petrol,Manual,18,1198,5,439000
Honda,Jazz,5,29484,Petrol,Manual,18.7,1199,5,465000
Maruti,Swift Dzire,6,84405,Diesel,Manual,26.59,1248,5,530000
Maruti,Swift Dzire,4,30000,Petrol,Manual,21.21,1197,5,650000
Maruti,Swift,4,14838,Petrol,Manual,22,1197,5,525000
Honda,City,3,31318,Petrol,Manual,17.8,1497,5,885000
Maruti,Wagon R,14,63000,Petrol,Manual,21.79,998,5,120000
Toyota,Innova,9,120000,Diesel,Manual,12.99,2494,7,860000
Maruti,Vitara,5,50000,Diesel,Manual,24.3,1248,5,810000
Maruti,Swift Dzire,9,74600,Diesel,Manual,19.3,1248,5,410000
Tata,Safari,12,80000,Diesel,Manual,13.93,2179,7,175000
Maruti,Swift Dzire,6,66000,Petrol,Manual,20.85,1197,5,400000
Honda,City,3,31543,Petrol,Manual,16.8,1497,5,875000
Toyota,Innova,3,80000,Diesel,Manual,13.68,2393,8,1350000
Maruti,Swift,7,60000,Diesel,Manual,25.2,1248,5,450000
Honda,City,6,50000,Diesel,Manual,25.1,1498,5,700000
Audi,Q7,8,28000,Diesel,Automatic,12.07,2967,7,2650000
Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,1197,5,350000
Maruti,Celerio,3,18000,Petrol,Manual,21.63,998,5,460000
Maruti,Alto,10,35000,Petrol,Manual,20.92,998,5,220000
Hyundai,Creta,4,48000,Diesel,Manual,19.67,1582,5,990000
Mahindra,Scorpio,5,50000,Diesel,Manual,15.4,1997,7,950000
Mahindra,Bolero,9,120000,Diesel,Manual,15.96,2523,7,460000
Maruti,Eeco,9,20000,CNG,Manual,15.1,1196,5,220000
Mahindra,Thar,3,50000,Diesel,Manual,16.55,2498,6,900000
Volkswagen,Vento,6,53837,Petrol,Automatic,16.93,1197,5,575000
Toyota,Fortuner,6,48000,Diesel,Automatic,12.55,2982,7,1930000
Maruti,Swift,8,32000,Petrol,Manual,18.6,1197,5,475000
Renault,Triber,1,1784,Petrol,Manual,20,999,7,660000
BMW,3,10,98955,Diesel,Automatic,13.2,1995,5,575000
Toyota,Innova,8,52000,Diesel,Manual,12.99,2494,7,625000
Hyundai,Creta,3,39000,Petrol,Automatic,13,1591,5,1250000
Mahindra,KUV,5,78000,Diesel,Manual,25.32,1198,6,425000
Datsun,GO,5,58000,Petrol,Manual,19.44,1198,7,460000
Audi,A4,3,34500,Diesel,Automatic,18.25,1968,5,3000000
Volkswagen,Polo,11,60000,Petrol,Manual,16.47,1198,5,200000
Maruti,Alto,8,76000,Petrol,Manual,20.92,998,5,211000
Maruti,Ertiga,6,51000,Diesel,Manual,20.77,1248,7,600000
BMW,3,7,23746,Diesel,Automatic,22.69,1995,5,1600000
Maruti,Alto,10,55780,Petrol,Manual,20.92,998,5,220000
Mahindra,Scorpio,4,100000,Diesel,Manual,15.4,1997,7,880000
Hyundai,i10,9,73000,Petrol,Manual,19.81,1086,5,240000
Mahindra,Scorpio,4,20000,Diesel,Manual,15.4,2523,7,800000
Tata,Tiago,4,42000,Diesel,Manual,27.28,1047,5,435000
Maruti,Alto,14,52235,Petrol,Manual,19.7,796,5,110000
Renault,Duster,7,56000,Diesel,Manual,20.45,1461,5,450000
Maruti,Alto,9,37000,Petrol,Manual,20.92,998,5,250000
Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,1248,5,385000
Maruti,Swift Dzire,8,138000,Diesel,Manual,23.4,1248,5,400000
Maruti,Eeco,3,22000,CNG,Manual,21.94,1196,5,480000
Honda,Amaze,6,41604,Petrol,Manual,18,1198,5,400000
Maruti,Ciaz,4,70000,Diesel,Manual,26.32,1498,5,650000
Jaguar,XF,8,30150,Diesel,Automatic,16.36,2179,5,2011000
Ford,Ecosport,4,39884,Diesel,Manual,23,1498,5,880000
Datsun,RediGO,4,40000,Petrol,Manual,22.5,999,5,295000
Mahindra,Thar,6,27000,Diesel,Manual,16.55,2498,6,800000
Hyundai,i10,12,67000,Petrol,Manual,19.81,1086,5,150000
Honda,Amaze,3,25000,Petrol,Automatic,18.1,1199,5,550000
Toyota,Fortuner,7,50000,Diesel,Manual,13,2982,7,2000000
Honda,Amaze,8,75000,Diesel,Manual,25.8,1498,5,325000
Mahindra,Scorpio,7,80000,Diesel,Manual,12.05,2179,8,555000
Ford,Ecosport,6,58000,Diesel,Manual,23,1498,5,570000
Renault,KWID,3,22000,Petrol,Manual,23.01,999,5,306000
Maruti,Celerio,5,62000,Petrol,Automatic,23.1,998,5,415000
Toyota,Fortuner,3,28000,Diesel,Automatic,12.9,2755,7,3200000
Maruti,Swift,9,41000,Petrol,Manual,18.6,1197,5,300000
Maruti,Ertiga,9,65000,Diesel,Manual,20.77,1248,7,430000
Maruti,Alto,5,10000,Petrol,Manual,23.95,998,5,315000
Honda,City,7,55000,Diesel,Manual,26,1498,5,549000
Maruti,Swift Dzire,5,47000,Petrol,Manual,22,1197,5,475000
Honda,City,7,144000,Diesel,Manual,26,1498,5,410000
Maruti,Ciaz,5,20500,Petrol,Automatic,19.12,1373,5,795000
Hyundai,i20,5,30000,Diesel,Manual,22.54,1396,5,820000
Mahindra,Scorpio,9,32208,Diesel,Manual,14,2523,8,625000
Datsun,GO,3,68000,Petrol,Manual,19.83,1198,5,370000
Maruti,Swift,7,90000,Diesel,Manual,25.2,1248,5,350000
Lexus,ES,4,34000,Petrol,Automatic,22.37,2487,5,4100000
Maruti,Swift,2,14499,Petrol,Manual,22,1197,5,535000
Hyundai,Venue,2,34000,Petrol,Automatic,18.15,998,5,1050000
Tata,Tiago,5,17500,Diesel,Manual,27.28,1047,5,400000
Maruti,Eeco,6,39900,CNG,Manual,15.1,1196,5,275000
Maruti,Alto,16,120000,Petrol,Manual,19.7,796,5,95000
Jeep,Wrangler,4,40000,Petrol,Automatic,9.5,3604,5,4875000
Maruti,Swift Dzire,8,90000,Diesel,Manual,23.4,1248,5,400000
Maruti,Alto,16,40000,Petrol,Manual,19.7,796,5,121000
Maruti,Swift Dzire,7,40000,Petrol,Manual,19.1,1197,5,550000
Hyundai,Grand,3,10000,Petrol,Manual,18.9,1197,5,510000
Maruti,Baleno,3,10000,Petrol,Automatic,21.4,1197,5,800000
Maruti,Swift,2,30000,Petrol,Manual,21.21,1197,5,592000
Honda,Amaze,2,4717,Petrol,Automatic,19,1199,5,785000
Maruti,Ciaz,5,30000,Petrol,Manual,20.73,1373,5,625000
Ford,Ecosport,7,150000,Diesel,Manual,22.7,1498,5,470000
Maruti,Swift,4,90000,Diesel,Manual,28.4,1248,5,620000
Honda,City,7,100000,Diesel,Manual,26,1498,5,570000
Toyota,Innova,2,46000,Diesel,Automatic,11.36,2755,7,1811000
Toyota,Camry,5,32000,Petrol,Automatic,19.16,2487,5,2300000
Hyundai,Creta,3,71000,Diesel,Manual,19.67,1582,5,1100000
Ford,Ecosport,6,61000,Petrol,Manual,15.8,1499,5,525000
Honda,Jazz,9,58000,Petrol,Manual,16.7,1198,5,320000
Honda,Jazz,5,23000,Diesel,Manual,27.3,1498,5,525000
Maruti,Alto,6,20000,Petrol,Manual,23.95,998,5,275000
Hyundai,Elantra,8,56000,Diesel,Automatic,19.5,1582,5,590000
Maruti,Baleno,5,33000,Diesel,Manual,27.39,1248,5,510000
Mahindra,XUV500,9,100000,Diesel,Manual,15.1,2179,7,585000
Hyundai,Santro,10,174926,Petrol,Manual,17.92,1086,5,150000
Maruti,Swift Dzire,7,60000,Diesel,Manual,23.4,1248,5,400000
Honda,City,5,70333,Petrol,Manual,17.8,1497,5,700000
Hyundai,i20,4,90000,Petrol,Manual,18.6,1197,5,500000
Toyota,Innova,9,25000,Diesel,Manual,12.99,2494,8,1050000
Maruti,Swift Dzire,5,120000,Diesel,Manual,26.59,1248,5,568000
Toyota,Yaris,2,5000,Petrol,Automatic,17.8,1496,5,1000000
Mahindra,Scorpio,3,39000,Diesel,Manual,16.36,2179,7,1275000
Hyundai,i20,6,25000,Petrol,Manual,18.6,1197,5,475000
Skoda,Superb,10,92000,Petrol,Manual,13.14,1798,5,350000
Volkswagen,Polo,7,51000,Diesel,Manual,20.14,1498,5,395000
BMW,3,9,54000,Diesel,Automatic,19.62,1995,5,825000
Tata,Tiago,4,35000,Diesel,Manual,27.28,1047,5,450000
Maruti,Celerio,3,24000,Petrol,Manual,21.63,998,5,495000
Renault,Duster,8,70000,Diesel,Manual,19.01,1461,5,500000
Mahindra,Scorpio,6,140000,Diesel,Manual,15.4,2179,7,900000
Toyota,Innova,8,387000,Diesel,Manual,12.99,2494,8,700000
Maruti,Vitara,4,36000,Diesel,Manual,24.3,1248,5,710000
Tata,Tiago,3,110000,Petrol,Manual,23.84,1199,5,400000
Tata,Tiago,4,1000,Petrol,Manual,23.84,1199,5,470000
Maruti,Vitara,3,24525,Diesel,Manual,24.3,1248,5,795000
Honda,City,4,32440,Petrol,Manual,17.4,1497,5,785000
Hyundai,i10,10,70000,Petrol,Manual,19.81,1086,5,250000
Datsun,RediGO,3,30000,Petrol,Manual,22.5,999,5,270000
Volkswagen,Vento,3,23268,Diesel,Manual,22.27,1498,5,914000
Maruti,Wagon R,8,67000,CNG,Manual,32.52,998,5,260000
Renault,Duster,6,150000,Diesel,Manual,20.45,1461,5,550000
Toyota,Innova,2,25000,Diesel,Automatic,11.36,2755,7,2225000
Maruti,Swift,3,50000,Petrol,Manual,21.21,1197,5,540000
Mahindra,Thar,5,40000,Diesel,Manual,16.55,2498,6,620000
Audi,A4,7,56000,Diesel,Automatic,16.55,1968,5,1550000
Honda,City,10,60000,Petrol,Manual,17,1497,5,350000
Maruti,Alto,5,10000,Petrol,Manual,23.95,998,5,300000
Honda,City,7,110000,Diesel,Manual,25.1,1498,5,550000
Mahindra,Scorpio,2,30000,Diesel,Manual,16.36,2179,7,1270000
Maruti,Ertiga,2,20000,Petrol,Manual,19.34,1462,7,740000
Mercedes-Benz,GL-Class,7,89000,Diesel,Automatic,11.3,2987,7,3450000
Tata,Tiago,3,15000,Petrol,Manual,23.84,1199,5,450000
Hyundai,Verna,4,15000,Petrol,Automatic,15.74,1591,5,750000
Maruti,Swift,6,90000,Diesel,Manual,25.2,1248,5,520000
Maruti,Swift,8,73695,Petrol,Manual,18.6,1197,5,345000
Hyundai,i10,12,100000,Petrol,Manual,19.81,1086,5,215000
Hyundai,Verna,11,10000,Petrol,Manual,16.2,1599,5,370000
Maruti,Alto,7,14971,Petrol,Manual,22.74,796,5,230000
Honda,City,2,16000,Petrol,Manual,17.4,1497,5,1075000
Mahindra,Bolero,6,50000,Diesel,Manual,15.96,2523,7,550000
Ford,Figo,3,64000,Diesel,Manual,24.4,1499,5,550000
Tata,Tigor,4,25000,Diesel,Manual,24.7,1047,5,600000
Maruti,Ciaz,6,37006,Diesel,Manual,26.21,1248,5,525000
Maruti,Wagon R,7,50000,Petrol,Manual,20.51,998,5,350000
Maruti,Swift Dzire,12,94000,Diesel,Manual,19.3,1248,5,255000
Mahindra,Scorpio,6,93469,Diesel,Manual,15.4,2179,7,890000
Mahindra,XUV500,3,20000,Diesel,Manual,16,2179,7,1500000
Mercedes-Benz,E-Class,5,20000,Diesel,Automatic,15,2143,5,3000000
Mahindra,Bolero,8,35000,Diesel,Manual,15.96,2523,7,500000
Maruti,Wagon R,6,38546,Petrol,Manual,20.51,998,5,330000
Skoda,Rapid,4,18000,Petrol,Automatic,14.84,1598,5,850000
Ford,Figo,6,34500,Petrol,Manual,15.6,1196,5,335000
Maruti,Swift Dzire,3,43000,Petrol,Automatic,21.21,1197,5,610000
Maruti,Baleno,3,20000,Petrol,Automatic,21.4,1197,5,834000
Ford,Figo,10,100000,Diesel,Manual,20,1399,5,170000
Maruti,Vitara,3,40000,Diesel,Manual,24.3,1248,5,900000
Honda,City,7,120000,Diesel,Manual,26,1498,5,450000
Maruti,Ertiga,2,25000,Petrol,Automatic,18.69,1462,7,900000
Volkswagen,Vento,10,98000,Petrol,Manual,15.04,1598,5,360000
Honda,Jazz,5,66000,Petrol,Manual,16,1198,5,530000
BMW,X1,4,30000,Diesel,Automatic,20.68,1995,5,2700000
Mahindra,Bolero,6,60000,Diesel,Manual,15.96,2523,7,551000
Mercedes-Benz,C-Class,9,41315,Petrol,Automatic,11.74,1796,5,1050000
Hyundai,Creta,3,60000,Diesel,Manual,19.67,1582,5,1000000
Maruti,Alto,17,80000,Petrol,Manual,19.7,796,5,80000
Maruti,Eeco,6,60000,CNG,Manual,20,1196,5,250000
Maruti,Wagon R,5,35000,Petrol,Manual,21.5,1197,5,390000
Audi,Q7,7,120000,Diesel,Automatic,12.07,2967,7,2400000
Hyundai,Verna,13,80000,Petrol,Manual,13.9,1599,5,130000
Maruti,Swift Dzire,4,100000,Diesel,Manual,26.59,1248,5,450000
Mercedes-Benz,C-Class,8,35400,Diesel,Automatic,14.84,2143,5,1385000
BMW,7,4,18000,Diesel,Automatic,17.66,2993,4,6900000
Maruti,Swift,5,37000,Petrol,Manual,18.6,1197,5,495000
Honda,WR-V,4,10000,Petrol,Manual,17.5,1199,5,800000
Renault,KWID,4,40000,Petrol,Manual,23.01,999,5,260000
Maruti,Alto,18,120000,Petrol,Manual,19.7,796,5,65000
Hyundai,Grand,5,60000,Petrol,Manual,18.9,1197,5,460000
Hyundai,i20,7,100000,Diesel,Manual,21.9,1396,5,450000
Maruti,Wagon R,14,55000,Petrol,Manual,18.9,1061,5,105000
Honda,CR-V,4,34000,Petrol,Automatic,12,2354,5,1775000
Ford,Ecosport,5,67000,Diesel,Manual,22.77,1498,5,525000
Renault,KWID,4,10000,Petrol,Automatic,24.04,999,5,341000
Hyundai,Creta,5,20699,Petrol,Manual,15.29,1591,5,775000
Toyota,Fortuner,10,75000,Diesel,Manual,11.5,2982,7,1099000
Honda,Amaze,7,89000,Diesel,Manual,25.8,1498,5,320000
Skoda,Rapid,4,59000,Petrol,Automatic,14.3,1598,5,599000
Mahindra,Scorpio,7,120000,Diesel,Manual,15.4,2523,9,750000
Maruti,Swift,4,68791,Diesel,Manual,25.2,1248,5,510000
Maruti,Alto,2,10300,Petrol,Manual,24.7,796,5,300000
Maruti,Ertiga,2,25000,Diesel,Manual,25.47,1248,7,1100000
Maruti,Swift Dzire,7,36000,Petrol,Manual,17.5,1197,5,435000
Honda,Jazz,10,60000,Petrol,Manual,16,1198,5,320000
Maruti,Alto,5,25000,Petrol,Manual,23.95,998,5,350000
Mercedes-Benz,E-Class,4,48000,Diesel,Automatic,16.1,1950,5,3750000
Honda,CR-V,4,90000,Petrol,Automatic,10.1,2354,5,1490000
Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,1248,5,550000
Hyundai,Verna,6,90000,Diesel,Manual,23.9,1582,5,525000
Hyundai,Verna,9,96000,Diesel,Manual,22.32,1582,5,415000
Maruti,Alto,6,90000,Petrol,Manual,22.74,796,5,200000
Maruti,Ertiga,4,41000,Petrol,Manual,16.02,1373,7,695000
Hyundai,i10,13,30000,Petrol,Manual,19.81,1086,5,160000
Hyundai,i10,10,29000,Petrol,Manual,20.36,1197,5,235000
Maruti,Wagon R,9,59000,Petrol,Manual,18.9,998,5,300000
Hyundai,i20,3,12000,Petrol,Manual,17.19,1197,5,600000
Maruti,Wagon R,3,45874,CNG,Manual,26.6,998,5,357000
